189;(%STANDARD%: Compaq Deskpro 386);Type 27;80;966,00;10,00;17,00;-1,00;966,00;MFM;966,00;10,00;17,00
190;(%STANDARD%: Compaq Deskpro 386);Type 28;99;748,00;16,00;17,00;-1,00;748,00;MFM;748,00;16,00;17,00
191;(%STANDARD%: Compaq Deskpro 386);Type 29;61;805,00;6,00;26,00;-1,00;805,00;RLL;805,00;6,00;26,00
192;(%STANDARD%: Compaq Deskpro 386);Type 30;30;615,00;4,00;25,00;128,00;615,00;RLL;615,00;4,00;25,00
193;(%STANDARD%: Compaq Deskpro 386);Type 31;60;615,00;8,00;25,00;128,00;615,00;RLL;615,00;8,00;25,00
194;(%STANDARD%: Compaq Deskpro 386);Type 32;99;905,00;9,00;25,00;128,00;905,00;RLL;905,00;9,00;25,00
195;(%STANDARD%: Compaq Deskpro 386);Type 33;99;748,00;8,00;34,00;-1,00;748,00;RLL;748,00;8,00;34,00
196;(%STANDARD%: Compaq Deskpro 386);Type 34;112;966,00;7,00;34,00;-1,00;966,00;RLL;966,00;7,00;34,00
197;(%STANDARD%: Compaq Deskpro 386);Type 35;128;966,00;8,00;34,00;-1,00;966,00;RLL;966,00;8,00;34,00
198;(%STANDARD%: Compaq Deskpro 386);Type 36;144;966,00;9,00;34,00;-1,00;966,00;RLL;966,00;9,00;34,00
199;(%STANDARD%: Compaq Deskpro 386);Type 37;80;966,00;5,00;34,00;-1,00;966,00;RLL;966,00;5,00;34,00
200;(%STANDARD%: Compaq Deskpro 386);Type 38;301;611,00;16,00;63,00;-1,00;611,00;RLL;611,00;16,00;63,00
201;(%STANDARD%: Compaq Deskpro 386);Type 39;181;1023,00;11,00;33,00;-1,00;1023,00;RLL;1023,00;11,00;33,00
202;(%STANDARD%: Compaq Deskpro 386);Type 40;255;1023,00;15,00;34,00;-1,00;1023,00;RLL;1023,00;15,00;34,00
203;(%STANDARD%: Compaq Deskpro 386);Type 41;247;1023,00;15,00;33,00;-1,00;1023,00;RLL;1023,00;15,00;33,00
204;(%STANDARD%: Compaq Deskpro 386);Type 42;504;1023,00;16,00;63,00;-1,00;1023,00;RLL;1023,00;16,00;63,00
205;(%STANDARD%: Compaq Deskpro 386);Type 43;41;805,00;4,00;26,00;-1,00;805,00;RLL;805,00;4,00;26,00
206;(%STANDARD%: Compaq Deskpro 386);Type 44;20;805,00;2,00;26,00;-1,00;805,00;RLL;805,00;2,00;26,00
207;(%STANDARD%: Compaq Deskpro 386);Type 45;96;748,00;8,00;33,00;-1,00;748,00;RLL;748,00;8,00;33,00
208;(%STANDARD%: Compaq Deskpro 386);Type 46;72;748,00;6,00;33,00;-1,00;748,00;RLL;748,00;6,00;33,00
209;(%STANDARD%: Compaq Deskpro 386);Type 47;59;966,00;5,00;25,00;128,00;966,00;RLL;966,00;5,00;25,00
210;ALPS;DRND-10A;10;615,00;2,00;17,00;308,00;614,00;MFM;615,00;2,00;17,00
211;ALPS;DRND-20A;20;615,00;4,00;17,00;308,00;614,00;MFM;615,00;4,00;17,00
